label,message,processed_text
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",get lions england tone reply lionm mono lionp poly go original n best tones gbp network operator rates apply
ham,I'm home. Doc gave me pain meds says everything is fine.,home doc gave pain meds says everything fine
ham,Hey gals.. Anyone of u going down to e driving centre tmr?,hey gals anyone u going e driving centre tmr
ham,I'm in chennai velachery:),chennai velachery
ham,Thx. All will be well in a few months,thx well months
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,cos lar ba dao ok pm lor u never ask go ah said u would ask fri said u ask today
ham,Whatsup there. Dont u want to sleep,whatsup dont u want sleep
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,also fuck family going rhode island wherever fuck leaving alone week new bong gt
ham,I HAVE A DATE ON SUNDAY WITH WILL!!,date sunday
ham,I plane to give on this month end.,plane give month end
ham,Dont gimme that lip caveboy,dont gim lip caveboy
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,free video camera phones half price line rental mths cross ntwk mins txts call mobileupd call optout
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,either way works lt gt years old hope doesnt bother
ham,Unni thank you dear for the recharge..Rakhesh,unni thank dear recharge rakhesh
ham,Are you this much buzy,much buzy
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,forget though love walk beside watching keeping heart warm
ham,Love you aathi..love u lot..,love aathi love u lot
ham,S:)but he had some luck.2 catches put down:),luck catches put
ham,Yo! Howz u? girls never rang after india. L,yo howz u girls never rang india l
ham,My sister cleared two round in birla soft yesterday.,sister cleared two round birla soft yesterday
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",thanks ringtone order reference number x mobile charged tone arrive please call customer services colour red text colour txtstar
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,anything valuable situations first getting second loosing
ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.,got job wipro get every thing life years
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",good afternoon babe goes day job prospects yet miss love sighs
ham,I cant pick the phone right now. Pls send a message,cant pick phone right pls send message
ham,Apart from the one i told you about yesterday?,apart one told yesterday
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,current leading bid pause auction send customer care
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,urgent nd attempt contact u prize yesterday still awaiting collection claim call acl pm
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),thats cool sometimes slow gentle sonetimes rough hard
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend",hey iouri gave number wylie ryan friend
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,say dying man feel sad go wanted know would probably gone late night
ham,K..give back my thanks.,k give back thanks
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,seriously tell exact words right
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ummmmmaah many many happy returns day dear sweet heart happy birthday dear
ham,Smith waste da.i wanna gayle.,smith waste da wan na gayle
ham,You are gorgeous! keep those pix cumming :) thank you!,gorgeous keep pix cumming thank
ham,Why de. You looking good only:-)..,de looking good
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like made throw smoking friend car one time awesome
ham,"I'm in a meeting, call me later at",meeting call later
ham,I'm glad. You are following your dreams.,glad following dreams
ham,Yup ü not comin :-(,yup comin
ham,Nice.nice.how is it working?,nice nice working
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,block breaker comes deluxe format new features great graphics mobile buy replying get bbdeluxe take challenge
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,eh sorry leh din c ur msg sad already lar watching tv u still office
ham,Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,tomarrow want got court lt decimal gt come bus stand
ham,Dad says hurry the hell up,dad says hurry hell
ham,Lol u still feeling sick?,lol u still feeling sick
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,guess pub im im happy pig clover whatever saying
ham,Hello madam how are you ?,hello madam
ham,"Sorry my roommates took forever, it ok if I come by now?",sorry roommates took forever ok come
ham,Please leave this topic..sorry for telling that..,please leave topic sorry telling
ham,Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,quite ok bit ex u better go eat smth else feel guilty
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,please call immediately urgent message waiting
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok ur mob halloween collection nokia logo pic message plus free eerie tone txt card spook
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,nokia tone ur mob every week txt nok st tone free get txtin tell ur friends p tone reply hl info
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,chosen receive award pls call claim number collect award selected receive valued mobile customer
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",frnd necesity life imagine urself witout frnd hw u feel ur colleg wat u wth ur cell wat abt functions thnk abt events espe cared missed amp irritated u wrd dear loving frnds wthout u cant live jst takecare goodmorning
ham,"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",alright babe justthought sayhey u doin nearly endof wk offdam nevamind hook sn uwant lovejen x
ham,Ugh I don't wanna get out of bed. It's so warm.,ugh wan na get bed warm
ham,Kallis is ready for bat in 2nd innings,kallis ready bat nd innings
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop go notxt co uk
ham,"Cool, text me when you're parked",cool text parked
ham,Hey anyway i have to :-),hey anyway
ham,No problem. How are you doing?,problem
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan purpose homeowners tenants welcome previously refused still help call free text back help
ham,"'An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear
ham,That's one of the issues but california is okay. No snow so its manageable,one issues california okay snow manageable
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,currently message awaiting collection collect message call
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,somewhere beneath pale moon light someone think u dreams come true goodnite amp sweet dreams
ham,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,yeah like goes like friends imma flip shit like half hour
ham,Id onluy matters when getting on from offcampus,id onluy matters getting offcampus
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,agree stop thinkin ipad please ask macho question
ham,Convey my regards to him,convey regards
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,hi jess dont know work call u im home eve xxx
ham,I've sent ü my part..,sent part
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,someone conacted dating service entered phone fancy find call landline pobox n tf
ham,That's a shame! Maybe cld meet for few hrs tomo?,shame maybe cld meet hrs tomo
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",wa ur openin sentence formal anyway fine juz tt eatin much n puttin weight haha anythin special happened
ham,Yes.i'm in office da:),yes office da
spam,"Free-message: Jamster!Get the crazy frog sound now! For poly text MAD1, for real text MAD2 to 88888. 6 crazy sounds for just 3 GBP/week! 16+only! T&C's apply",free message jamster get crazy frog sound poly text mad real text mad crazy sounds gbp week c apply
ham,"Uncle G, just checking up on you. Do have a rewarding month",uncle g checking rewarding month
ham,And do you have any one that can teach me how to ship cars.,one teach ship cars
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",got arrested possession shit lt time gt pm
